pais;codigo_tienda;nombre_tienda;num_vendedor;talon;fecha_hora;fecha;hora;minuto;dia_semana;dia_semana_nombre;fin_de_semana;codigo_operacion;talon_original;tienda_orig;fecha_hora_orig;fecha_orig;hora_orig;minuto_orig;dia_semana_orig;dia_semana_orig_nombre;fin_de_semana_orig;codigo_operacion_orig;ean;venta_directa;devolucion;confirmacion;pedido;anulacion;importe
ES;832;ECI MADRID GOYA;83285635;811203;2026-05-04 13:23:00;2026-05-04;13;23;1;Lunes;NO;op000300811203202605041323;811203;832;2026-05-04 13:23:00;2026-05-04 00:00:00;13;23;1;Lunes;NO;op000300811203202605041323;3253634692586;1;0;0;0;0;35.0
ES;832;ECI MADRID GOYA;61282356;884885;2026-05-04 14:00:00;2026-05-04;14;0;1;Lunes;NO;op000300884885202605041400;884885;832;2026-05-04 14:00:00;2026-05-04 00:00:00;14;0;1;Lunes;NO;op000300884885202605041400;3253634761244;1;0;0;0;0;35.0
ES;832;ECI MADRID GOYA;83285635;811201;2026-05-04 13:18:00;2026-05-04;13;18;1;Lunes;NO;op000300811201202605041318;811201;832;2026-05-04 13:18:00;2026-05-04 00:00:00;13;18;1;Lunes;NO;op000300811201202605041318;3253634781204;1;0;0;0;0;35.0
ES;832;ECI MADRID GOYA;71467591;811202;2026-05-04 13:21:00;2026-05-04;13;21;1;Lunes;NO;op000300811202202605041321;1805709;845;2026-05-01 13:21:00;2026-05-01 00:00:00;13;21;5;Viernes;NO;op037501805709202605011321;3253634688862;0;-1;0;0;0;-45.0
ES;832;ECI MADRID GOYA;84423326;811200;2026-05-04 12:30:00;2026-05-04;12;30;1;Lunes;NO;op000300811200202605041230;810952;832;2026-04-28 12:30:00;2026-04-28 00:00:00;12;30;2;Martes;NO;op000300810952202604281230;3253634690896;0;-1;0;0;0;-90.0
ES;805;ECI SERRANO PRINCESA;67433672;3149713;2026-05-04 19:46:00;2026-05-04;19;46;1;Lunes;NO;op001003149713202605041946;3149713;805;2026-05-04 19:46:00;2026-05-04 00:00:00;19;46;1;Lunes;NO;op001003149713202605041946;3253634551623;1;0;0;0;0;40.0
ES;805;ECI SERRANO PRINCESA;83448316;3102379;2026-05-04 16:21:00;2026-05-04;16;21;1;Lunes;NO;op001003102379202605041621;3102379;805;2026-05-04 16:21:00;2026-05-04 00:00:00;16;21;1;Lunes;NO;op001003102379202605041621;3253634680309;1;0;0;0;0;30.0
ES;805;ECI SERRANO PRINCESA;66451006;3287917;2026-05-04 20:35:00;2026-05-04;20;35;1;Lunes;NO;op001003287917202605042035;3287917;805;2026-05-04 20:35:00;2026-05-04 00:00:00;20;35;1;Lunes;NO;op001003287917202605042035;3253634680316;1;0;0;0;0;30.0
ES;805;ECI SERRANO PRINCESA;65827263;3076477;2026-05-04 21:46:00;2026-05-04;21;46;1;Lunes;NO;op001003076477202605042146;3076477;805;2026-05-04 21:46:00;2026-05-04 00:00:00;21;46;1;Lunes;NO;op001003076477202605042146;3253634689364;1;0;0;0;0;110.0
ES;805;ECI SERRANO PRINCESA;83448316;3102373;2026-05-04 11:35:00;2026-05-04;11;35;1;Lunes;NO;op001003102373202605041135;3102373;805;2026-05-04 11:35:00;2026-05-04 00:00:00;11;35;1;Lunes;NO;op001003102373202605041135;3253634690278;1;0;0;0;0;95.0
ES;805;ECI SERRANO PRINCESA;74320938;3287790;2026-05-04 12:10:00;2026-05-04;12;10;1;Lunes;NO;op001003287790202605041210;3287790;805;2026-05-04 12:10:00;2026-05-04 00:00:00;12;10;1;Lunes;NO;op001003287790202605041210;3253634692623;1;0;0;0;0;35.0
ES;805;ECI SERRANO PRINCESA;83448316;3334171;2026-05-04 19:55:00;2026-05-04;19;55;1;Lunes;NO;op001003334171202605041955;3102346;805;2026-04-29 19:55:00;2026-04-29 00:00:00;19;55;3;Miércoles;NO;op001003102346202604291955;3253634688657;0;-1;0;0;0;-68.0
ES;805;ECI SERRANO PRINCESA;83448316;3334144;2026-05-04 17:21:00;2026-05-04;17;21;1;Lunes;NO;op001003334144202605041721;3102373;805;2026-05-04 17:21:00;2026-05-04 00:00:00;17;21;1;Lunes;NO;op001003102373202605041721;3253634690278;0;-1;0;0;0;-95.0
ES;805;ECI SERRANO PRINCESA;83448316;3102376;;2026-05-04;;;;;NO;op00100310237620260504;3102376;805;;2026-05-04 00:00:00;;;;;NO;op00100310237620260504;3253634688268;1;0;0;0;0;
ES;805;ECI SERRANO PRINCESA;83448316;3102376;;2026-05-04;;;;;NO;op00100310237620260504;3102376;805;;2026-05-04 00:00:00;;;;;NO;op00100310237620260504;3253634690261;0;-1;0;0;0;
ES;857;ECI VALLADOLID ZORRILLA;65210783;597557;2026-05-04 17:00:00;2026-05-04;17;0;1;Lunes;NO;op001900597557202605041700;597557;857;2026-05-04 17:00:00;2026-05-04 00:00:00;17;0;1;Lunes;NO;op001900597557202605041700;3253634452852;1;0;0;0;0;25.0
ES;857;ECI VALLADOLID ZORRILLA;69700656;1600505;2026-05-04 20:04:00;2026-05-04;20;4;1;Lunes;NO;op001901600505202605042004;1600505;857;2026-05-04 20:04:00;2026-05-04 00:00:00;20;4;1;Lunes;NO;op001901600505202605042004;3253634498676;1;0;0;0;0;35.0
ES;857;ECI VALLADOLID ZORRILLA;84009760;1600493;2026-05-04 12:48:00;2026-05-04;12;48;1;Lunes;NO;op001901600493202605041248;1600493;857;2026-05-04 12:48:00;2026-05-04 00:00:00;12;48;1;Lunes;NO;op001901600493202605041248;3253634638447;1;0;0;0;0;60.0
ES;857;ECI VALLADOLID ZORRILLA;69433597;597612;2026-05-04 21:48:00;2026-05-04;21;48;1;Lunes;NO;op001900597612202605042148;597612;857;2026-05-04 21:48:00;2026-05-04 00:00:00;21;48;1;Lunes;NO;op001900597612202605042148;3253634680118;1;0;0;0;0;30.0
ES;857;ECI VALLADOLID ZORRILLA;69700656;1600497;2026-05-04 17:53:00;2026-05-04;17;53;1;Lunes;NO;op001901600497202605041753;1600497;857;2026-05-04 17:53:00;2026-05-04 00:00:00;17;53;1;Lunes;NO;op001901600497202605041753;3253634680620;1;0;0;0;0;35.0
ES;857;ECI VALLADOLID ZORRILLA;84009760;1600494;2026-05-04 13:18:00;2026-05-04;13;18;1;Lunes;NO;op001901600494202605041318;1600494;857;2026-05-04 13:18:00;2026-05-04 00:00:00;13;18;1;Lunes;NO;op001901600494202605041318;3253634681221;1;0;0;0;0;30.0
ES;857;ECI VALLADOLID ZORRILLA;70604038;1600498;2026-05-04 18:59:00;2026-05-04;18;59;1;Lunes;NO;op001901600498202605041859;1600498;857;2026-05-04 18:59:00;2026-05-04 00:00:00;18;59;1;Lunes;NO;op001901600498202605041859;3253634689401;1;0;0;0;0;95.0
ES;857;ECI VALLADOLID ZORRILLA;69433597;597555;2026-05-04 16:42:00;2026-05-04;16;42;1;Lunes;NO;op001900597555202605041642;597555;857;2026-05-04 16:42:00;2026-05-04 00:00:00;16;42;1;Lunes;NO;op001900597555202605041642;3253634690919;1;0;0;0;0;90.0
ES;857;ECI VALLADOLID ZORRILLA;84009760;1600489;2026-05-04 11:17:00;2026-05-04;11;17;1;Lunes;NO;op001901600489202605041117;1600489;857;2026-05-04 11:17:00;2026-05-04 00:00:00;11;17;1;Lunes;NO;op001901600489202605041117;3253634692432;1;0;0;0;0;30.0
ES;857;ECI VALLADOLID ZORRILLA;69700656;1583642;2026-05-04 20:08:00;2026-05-04;20;8;1;Lunes;NO;op001901583642202605042008;1583642;857;2026-05-04 20:08:00;2026-05-04 00:00:00;20;8;1;Lunes;NO;op001901583642202605042008;3253634692593;1;0;0;0;0;35.0
ES;857;ECI VALLADOLID ZORRILLA;84009760;1597793;2026-05-04 20:34:00;2026-05-04;20;34;1;Lunes;NO;op001901597793202605042034;1600456;857;2026-05-02 20:34:00;2026-05-02 00:00:00;20;34;6;Sábado;SI;op001901600456202605022034;3253633418620;0;-1;0;0;0;-47.2
ES;857;ECI VALLADOLID ZORRILLA;69433597;597569;2026-05-04 18:07:00;2026-05-04;18;7;1;Lunes;NO;op001900597569202605041807;597272;857;2026-04-30 18:07:00;2026-04-30 00:00:00;18;7;4;Jueves;NO;op001900597272202604301807;3253634318790;0;-1;0;0;0;-35.0
ES;857;ECI VALLADOLID ZORRILLA;84009760;597562;2026-05-04 17:15:00;2026-05-04;17;15;1;Lunes;NO;op001900597562202605041715;1600353;857;2026-04-29 17:15:00;2026-04-29 00:00:00;17;15;3;Miércoles;NO;op001901600353202604291715;3253634681184;0;-1;0;0;0;-30.0
ES;857;ECI VALLADOLID ZORRILLA;84009760;1600496;2026-05-04 17:16:00;2026-05-04;17;16;1;Lunes;NO;op001901600496202605041716;1600013;857;2026-04-16 17:16:00;2026-04-16 00:00:00;17;16;4;Jueves;NO;op001901600013202604161716;3253634688657;0;-1;0;0;0;-85.0
ES;803;ECI SANCHINARRO;75983858;4079927;2026-05-04 19:02:00;2026-05-04;19;2;1;Lunes;NO;op003704079927202605041902;4079927;803;2026-05-04 19:02:00;2026-05-04 00:00:00;19;2;1;Lunes;NO;op003704079927202605041902;3253634297200;1;0;0;0;0;40.0
ES;803;ECI SANCHINARRO;75983858;4079927;2026-05-04 19:02:00;2026-05-04;19;2;1;Lunes;NO;op003704079927202605041902;4079927;803;2026-05-04 19:02:00;2026-05-04 00:00:00;19;2;1;Lunes;NO;op003704079927202605041902;3253634466668;1;0;0;0;0;30.0
ES;803;ECI SANCHINARRO;75983858;4079924;2026-05-04 18:28:00;2026-05-04;18;28;1;Lunes;NO;op003704079924202605041828;4079924;803;2026-05-04 18:28:00;2026-05-04 00:00:00;18;28;1;Lunes;NO;op003704079924202605041828;3253634625836;1;0;0;0;0;25.0
ES;803;ECI SANCHINARRO;83359091;4139668;2026-05-04 11:29:00;2026-05-04;11;29;1;Lunes;NO;op003704139668202605041129;4139668;803;2026-05-04 11:29:00;2026-05-04 00:00:00;11;29;1;Lunes;NO;op003704139668202605041129;3253634679730;1;0;0;0;0;35.0
ES;803;ECI SANCHINARRO;75983858;4079925;2026-05-04 18:30:00;2026-05-04;18;30;1;Lunes;NO;op003704079925202605041830;4079925;803;2026-05-04 18:30:00;2026-05-04 00:00:00;18;30;1;Lunes;NO;op003704079925202605041830;3253634679860;1;0;0;0;0;35.0
ES;803;ECI SANCHINARRO;83359091;4079923;2026-05-04 18:24:00;2026-05-04;18;24;1;Lunes;NO;op003704079923202605041824;4079923;803;2026-05-04 18:24:00;2026-05-04 00:00:00;18;24;1;Lunes;NO;op003704079923202605041824;3253634686523;1;0;0;0;0;35.0
ES;803;ECI SANCHINARRO;75983858;4079926;2026-05-04 18:46:00;2026-05-04;18;46;1;Lunes;NO;op003704079926202605041846;4079926;803;2026-05-04 18:46:00;2026-05-04 00:00:00;18;46;1;Lunes;NO;op003704079926202605041846;3253634688626;1;0;0;0;0;85.0
ES;803;ECI SANCHINARRO;83359091;4079918;2026-05-04 16:49:00;2026-05-04;16;49;1;Lunes;NO;op003704079918202605041649;4079573;803;2026-04-28 16:49:00;2026-04-28 00:00:00;16;49;2;Martes;NO;op003704079573202604281649;3253634498676;0;-1;0;0;0;-28.0
ES;803;ECI SANCHINARRO;75691691;4079905;2026-05-04 11:20:00;2026-05-04;11;20;1;Lunes;NO;op003704079905202605041120;4079731;803;2026-05-02 11:20:00;2026-05-02 00:00:00;11;20;6;Sábado;SI;op003704079731202605021120;3253634551609;0;-1;0;0;0;-40.0
ES;803;ECI SANCHINARRO;83359091;4079918;2026-05-04 16:49:00;2026-05-04;16;49;1;Lunes;NO;op003704079918202605041649;4079573;803;2026-04-28 16:49:00;2026-04-28 00:00:00;16;49;2;Martes;NO;op003704079573202604281649;3253634683362;0;-1;0;0;0;-23.2
ES;845;ECI XANADU;66144965;1853022;2026-05-04 17:46:00;2026-05-04;17;46;1;Lunes;NO;op037501853022202605041746;3303163;2094;2026-05-02 17:46:00;2026-05-02 00:00:00;17;46;6;Sábado;SI;op060703303163202605021746;3253634517131;0;-1;0;0;0;-80.0
ES;845;ECI XANADU;83794230;1853023;2026-05-04 17:47:00;2026-05-04;17;47;1;Lunes;NO;op037501853023202605041747;1805663;845;2026-04-29 17:47:00;2026-04-29 00:00:00;17;47;3;Miércoles;NO;op037501805663202604291747;3253634686516;0;-1;0;0;0;-28.0
ES;845;ECI XANADU;57653198;1805840;;2026-05-04;;;;;NO;op03750180584020260504;1805840;845;;2026-05-04 00:00:00;;;;;NO;op03750180584020260504;3253634680491;0;-1;0;0;0;
ES;869;ECI ALCALA DE HENARES;67867135;5225780;2026-05-04 12:57:00;2026-05-04;12;57;1;Lunes;NO;op044005225780202605041257;5225780;869;2026-05-04 12:57:00;2026-05-04 00:00:00;12;57;1;Lunes;NO;op044005225780202605041257;3253634551623;1;0;0;0;0;40.0
ES;869;ECI ALCALA DE HENARES;74334988;2073079;2026-05-04 11:07:00;2026-05-04;11;7;1;Lunes;NO;op044002073079202605041107;2073079;869;2026-05-04 11:07:00;2026-05-04 00:00:00;11;7;1;Lunes;NO;op044002073079202605041107;3253634679716;1;0;0;0;0;24.0
ES;869;ECI ALCALA DE HENARES;73548034;5259784;2026-05-04 12:18:00;2026-05-04;12;18;1;Lunes;NO;op044005259784202605041218;5259784;869;2026-05-04 12:18:00;2026-05-04 00:00:00;12;18;1;Lunes;NO;op044005259784202605041218;3253634686523;1;0;0;0;0;35.0
ES;869;ECI ALCALA DE HENARES;61156147;3073406;2026-05-04 19:17:00;2026-05-04;19;17;1;Lunes;NO;op044003073406202605041917;3073406;869;2026-05-04 19:17:00;2026-05-04 00:00:00;19;17;1;Lunes;NO;op044003073406202605041917;3253634691565;1;0;0;0;0;85.0
ES;869;ECI ALCALA DE HENARES;74334988;2073079;2026-05-04 11:07:00;2026-05-04;11;7;1;Lunes;NO;op044002073079202605041107;2073079;869;2026-05-04 11:07:00;2026-05-04 00:00:00;11;7;1;Lunes;NO;op044002073079202605041107;3253634692586;1;0;0;0;0;28.0
ES;869;ECI ALCALA DE HENARES;67226126;6118210;2026-05-04 12:34:00;2026-05-04;12;34;1;Lunes;NO;op044006118210202605041234;6118210;869;2026-05-04 12:34:00;2026-05-04 00:00:00;12;34;1;Lunes;NO;op044006118210202605041234;3253634753164;1;0;0;0;0;40.0
ES;869;ECI ALCALA DE HENARES;67329680;6118206;2026-05-04 12:15:00;2026-05-04;12;15;1;Lunes;NO;op044006118206202605041215;6118206;869;2026-05-04 12:15:00;2026-05-04 00:00:00;12;15;1;Lunes;NO;op044006118206202605041215;3253634753188;1;0;0;0;0;40.0
ES;869;ECI ALCALA DE HENARES;75691691;2073078;2026-05-04 11:05:00;2026-05-04;11;5;1;Lunes;NO;op044002073078202605041105;4079763;803;2026-05-02 11:05:00;2026-05-02 00:00:00;11;5;6;Sábado;SI;op003704079763202605021105;3253634625881;0;-1;0;0;0;-20.0
ES;869;ECI ALCALA DE HENARES;75691691;2073078;2026-05-04 11:05:00;2026-05-04;11;5;1;Lunes;NO;op044002073078202605041105;4079763;803;2026-05-02 11:05:00;2026-05-02 00:00:00;11;5;6;Sábado;SI;op003704079763202605021105;3253634679716;0;-1;0;0;0;-24.0
ES;1782;ECI CAMPO DE LAS NACIONES;66444985;1781277;2026-05-04 13:24:00;2026-05-04;13;24;1;Lunes;NO;op048901781277202605041324;1781277;1782;2026-05-04 13:24:00;2026-05-04 00:00:00;13;24;1;Lunes;NO;op048901781277202605041324;3253634690964;1;0;0;0;0;95.0
ES;1782;ECI CAMPO DE LAS NACIONES;66444985;1837412;2026-05-04 12:48:00;2026-05-04;12;48;1;Lunes;NO;op048901837412202605041248;1780512;1782;2026-04-27 12:48:00;2026-04-27 00:00:00;12;48;1;Lunes;NO;op048901780512202604271248;3253634679853;0;-1;0;0;0;-28.0
ES;1782;ECI CAMPO DE LAS NACIONES;74298746;1849881;2026-05-04 12:48:00;2026-05-04;12;48;1;Lunes;NO;op048901849881202605041248;1780984;1782;2026-05-02 12:48:00;2026-05-02 00:00:00;12;48;6;Sábado;SI;op048901780984202605021248;3253634679891;0;-1;0;0;0;-40.0
ES;1782;ECI CAMPO DE LAS NACIONES;66444985;1837412;2026-05-04 12:48:00;2026-05-04;12;48;1;Lunes;NO;op048901837412202605041248;1780512;1782;2026-04-27 12:48:00;2026-04-27 00:00:00;12;48;1;Lunes;NO;op048901780512202604271248;3253634680743;0;-1;0;0;0;-20.0
ES;1782;ECI CAMPO DE LAS NACIONES;61289922;1837432;;2026-05-04;;;;;NO;op04890183743220260504;1837432;1782;;2026-05-04 00:00:00;;;;;NO;op04890183743220260504;3253634680828;0;-1;0;0;0;
ES;1782;ECI CAMPO DE LAS NACIONES;61289922;1837432;;2026-05-04;;;;;NO;op04890183743220260504;1837432;1782;;2026-05-04 00:00:00;;;;;NO;op04890183743220260504;3253634680897;1;0;0;0;0;
ES;2094;ECI SAN JOSÉ VALDERAS;83739961;3303453;2026-05-04 10:43:00;2026-05-04;10;43;1;Lunes;NO;op060703303453202605041043;3326937;801;2026-04-25 10:43:00;2026-04-25 00:00:00;10;43;6;Sábado;SI;op000103326937202604251043;3253634679891;0;-1;0;0;0;-40.0
ES;2094;ECI SAN JOSÉ VALDERAS;70354667;3245495;;2026-05-04;;;;;NO;op06070324549520260504;3245495;2094;;2026-05-04 00:00:00;;;;;NO;op06070324549520260504;3253634679716;1;0;0;0;0;
ES;2094;ECI SAN JOSÉ VALDERAS;70354667;3245495;;2026-05-04;;;;;NO;op06070324549520260504;3245495;2094;;2026-05-04 00:00:00;;;;;NO;op06070324549520260504;3253634680927;0;-1;0;0;0;
ES;2020;ECI SALAMANCA;61164398;2984866;2026-05-04 17:26:00;2026-05-04;17;26;1;Lunes;NO;op069502984866202605041726;2984866;2020;2026-05-04 17:26:00;2026-05-04 00:00:00;17;26;1;Lunes;NO;op069502984866202605041726;3253634686523;1;0;0;0;0;35.0
ES;2020;ECI SALAMANCA;60759099;2984864;2026-05-04 14:10:00;2026-05-04;14;10;1;Lunes;NO;op069502984864202605041410;2984864;2020;2026-05-04 14:10:00;2026-05-04 00:00:00;14;10;1;Lunes;NO;op069502984864202605041410;3253634688343;1;0;0;0;0;95.0
ES;2020;ECI SALAMANCA;57599276;1726994;2026-05-04 10:39:00;2026-05-04;10;39;1;Lunes;NO;op069501726994202605041039;1726994;2020;2026-05-04 10:39:00;2026-05-04 00:00:00;10;39;1;Lunes;NO;op069501726994202605041039;3253634688657;1;0;0;0;0;85.0
ES;2020;ECI SALAMANCA;61164398;2984868;2026-05-04 18:57:00;2026-05-04;18;57;1;Lunes;NO;op069502984868202605041857;2984868;2020;2026-05-04 18:57:00;2026-05-04 00:00:00;18;57;1;Lunes;NO;op069502984868202605041857;3253634690278;1;0;0;0;0;95.0
ES;2020;ECI SALAMANCA;61164398;2984867;2026-05-04 18:18:00;2026-05-04;18;18;1;Lunes;NO;op069502984867202605041818;2984867;2020;2026-05-04 18:18:00;2026-05-04 00:00:00;18;18;1;Lunes;NO;op069502984867202605041818;3253634748337;1;0;0;0;0;25.0
ES;2020;ECI SALAMANCA;60759099;1726999;2026-05-04 12:55:00;2026-05-04;12;55;1;Lunes;NO;op069501726999202605041255;1726999;2020;2026-05-04 12:55:00;2026-05-04 00:00:00;12;55;1;Lunes;NO;op069501726999202605041255;3253634781136;1;0;0;0;0;35.0
ES;2020;ECI SALAMANCA;67412858;1726993;2026-05-04 10:38:00;2026-05-04;10;38;1;Lunes;NO;op069501726993202605041038;5429700;832;2026-05-02 10:38:00;2026-05-02 00:00:00;10;38;6;Sábado;SI;op000305429700202605021038;3253634691626;0;-1;0;0;0;-95.0
ES;2020;ECI SALAMANCA;61164398;3004869;2026-05-04 11:54:00;2026-05-04;11;54;1;Lunes;NO;op069503004869202605041154;2984769;2020;2026-04-27 11:54:00;2026-04-27 00:00:00;11;54;1;Lunes;NO;op069502984769202604271154;3253634733142;0;-1;0;0;0;-35.0
ES;806;ECI POZUELO;60733011;7037764;2026-05-04 17:34:00;2026-05-04;17;34;1;Lunes;NO;op069607037764202605041734;7037764;806;2026-05-04 17:34:00;2026-05-04 00:00:00;17;34;1;Lunes;NO;op069607037764202605041734;3253634679990;1;0;0;0;0;30.0
ES;806;ECI POZUELO;60626462;7037749;2026-05-04 10:47:00;2026-05-04;10;47;1;Lunes;NO;op069607037749202605041047;7037749;806;2026-05-04 10:47:00;2026-05-04 00:00:00;10;47;1;Lunes;NO;op069607037749202605041047;3253634680880;1;0;0;0;0;30.0
ES;806;ECI POZUELO;60626462;7037756;2026-05-04 12:50:00;2026-05-04;12;50;1;Lunes;NO;op069607037756202605041250;7037756;806;2026-05-04 12:50:00;2026-05-04 00:00:00;12;50;1;Lunes;NO;op069607037756202605041250;3253634683294;1;0;0;0;0;29.0
ES;806;ECI POZUELO;60626462;7037757;2026-05-04 12:58:00;2026-05-04;12;58;1;Lunes;NO;op069607037757202605041258;7037757;806;2026-05-04 12:58:00;2026-05-04 00:00:00;12;58;1;Lunes;NO;op069607037757202605041258;3253634689357;1;0;0;0;0;110.0
ES;806;ECI POZUELO;60733011;7037766;2026-05-04 18:54:00;2026-05-04;18;54;1;Lunes;NO;op069607037766202605041854;7037766;806;2026-05-04 18:54:00;2026-05-04 00:00:00;18;54;1;Lunes;NO;op069607037766202605041854;3253634689654;1;0;0;0;0;50.0
ES;806;ECI POZUELO;60733011;7037773;2026-05-04 20:59:00;2026-05-04;20;59;1;Lunes;NO;op069607037773202605042059;7037773;806;2026-05-04 20:59:00;2026-05-04 00:00:00;20;59;1;Lunes;NO;op069607037773202605042059;3253634691398;1;0;0;0;0;85.0
ES;806;ECI POZUELO;60626462;7037749;2026-05-04 10:47:00;2026-05-04;10;47;1;Lunes;NO;op069607037749202605041047;7037749;806;2026-05-04 10:47:00;2026-05-04 00:00:00;10;47;1;Lunes;NO;op069607037749202605041047;3253634692524;1;0;0;0;0;30.0
ES;806;ECI POZUELO;60733011;7037767;2026-05-04 18:57:00;2026-05-04;18;57;1;Lunes;NO;op069607037767202605041857;7037767;806;2026-05-04 18:57:00;2026-05-04 00:00:00;18;57;1;Lunes;NO;op069607037767202605041857;3253634693293;1;0;0;0;0;30.0
